LOOPNr,ID,method,DGUnr,Depth (m),F⁻ [mg/L],Cl⁻ [mg/L],Br⁻ [mg/L],NO₃⁻ [mg/L],PO₄⁻ [mg/L],SO₄²⁻ [mg/L],NH₄⁺ [μg/L],DOC [mg/L],TIC [mg/L],δ¹⁸O [‰],δD [‰],Al³⁺ [mg/L],Ba²⁺ [mg/L],Ca²⁺ [mg/L],Fe²⁺ [mg/L],K⁺ [mg/L],Mg²⁺ [mg/L],Mn²⁺ [mg/L],Na⁺ [mg/L],Ni²⁺ [mg/L],Sr²⁺ [mg/L],Fe(II)_FA [mg/kg],Fe(total)_FA [mg/kg],Fe(II)/Fe(total) [-],GW_Al³⁺ [mg/L],GW_Ba²⁺ [mg/L],GW_Ca²⁺ [mg/L],GW_Fe²⁺ [mg/L],GW_K⁺ [mg/L],GW_Mg²⁺ [mg/L],GW_Mn²⁺ [mg/L],GW_Na⁺ [mg/L],GW_Ni²⁺ [mg/L],GW_Sr²⁺ [mg/L],GW_pH [-],GW_Cond [µS/cm],GW_DO [mg/L],GW_F⁻ [mg/L],GW_Cl⁻ [mg/L],GW_Br⁻ [mg/L],GW_NO₃⁻ [mg/L],GW_PO₄³⁻ [mg/L],GW_SO₄²⁻ [mg/L],GW_δ¹⁸O [‰],GW_δD [‰]
LOOP6,P5,GeoProbe,159.1697,2.4,0.48,34.88,0.21,69.19,0.02,20.24,80.68,37.49,4.01,-7.13,-46.0,0.34,0.15,19.67,0.03,3.21,7.29,0.62,36.51,0.03,0.15,,,,,,,,,,,,,,,,,,,,,,,,
LOOP6,P5,GeoProbe,159.1697,3.52,,,,,,,,,,,,,,,,,,,,,,0.3,23.6,0.01,,,,,,,,,,,,,,,,,,,,,
LOOP6,P5,GeoProbe,159.1697,3.615,0.17,37.14,0.11,71.49,0.02,38.73,72.98,29.05,6.58,-6.84,-43.35,0.24,0.04,41.5,0.03,12.28,5.77,0.83,22.6,0.02,0.11,,,,,,,,,,,,,,,,,,,,,,,,
LOOP6,P5,GeoProbe,159.1697,3.62,0.17,37.14,0.11,71.49,0.02,38.73,72.98,29.05,6.58,-6.84,-43.35,0.24,0.04,41.5,0.03,12.28,5.77,0.83,22.6,0.02,0.11,,,,,,,,,,,,,,,,,,,,,,,,
LOOP6,P5,GeoProbe,159.1697,4.785,,,,,,,,,,,,,,,,,,,,,,0.1,9.2,0.01,,,,,,,,,,,,,,,,,,,,,
LOOP6,P5,GeoProbe,159.1697,4.835,0.6,15.06,0.02,47.53,0.02,29.9,39.24,105.62,4.47,,,0.16,0.07,22.94,0.03,7.46,4.85,0.03,27.42,0.0,0.09,,,,,,,,,,,,,,,,,,,,,,,,
LOOP6,P5,GeoProbe,159.1697,4.84,0.6,15.06,0.02,47.53,0.02,29.9,39.24,105.62,4.47,,,0.16,0.07,22.94,0.03,7.46,4.85,0.03,27.42,0.0,0.09,,,,,,,,,,,,,,,,,,,,,,,,
LOOP6,P5,GeoProbe,159.1697,5.96,,,,,,,,,,,,,,,,,,,,,,0.2,19.0,0.01,,,,,,,,,,,,,,,,,,,,,
LOOP6,P5,GeoProbe,159.1697,6.055,0.62,21.53,0.02,120.41,0.02,12.27,265.37,92.98,3.1,-7.17,-46.77,0.17,0.12,33.55,0.03,10.54,3.22,1.22,22.95,0.06,0.13,,,,,,,,,,,,,,,,,,,,,,,,
LOOP6,P5,GeoProbe,159.1697,6.06,0.62,21.53,0.02,120.41,0.02,12.27,265.37,92.98,3.1,-7.17,-46.77,0.17,0.12,33.55,0.03,10.54,3.22,1.22,22.95,0.06,0.13,,,,,,,,,,,,,,,,,,,,,,,,
LOOP6,P5,GeoProbe,159.1697,6.615,,,,,,,,,,,,,,,,,,,,,,12.9,157.9,0.08,,,,,,,,,,,,,,,,,,,,,
LOOP6,P5,GeoProbe,159.1697,6.69,,,,,,,,,,,,,,,,,,,,,,0.2,34.8,0.01,,,,,,,,,,,,,,,,,,,,,
LOOP6,P5,GeoProbe,159.1697,6.75,,,,,,,,,,,,,,,,,,,,,,2.5,234.4,0.01,,,,,,,,,,,,,,,,,,,,,
LOOP6,P5,GeoProbe,159.1697,7.155,0.05,40.03,0.09,52.32,0.02,26.74,53.32,31.17,6.32,-7.05,-46.68,0.13,0.07,38.98,0.03,6.24,4.39,0.15,26.08,0.01,0.14,,,,,,,,,,,,,,,,,,,,,,,,
LOOP6,P5,GeoProbe,159.1697,7.16,0.05,40.03,0.09,52.32,0.02,26.74,53.32,31.17,6.32,-7.05,-46.68,0.13,0.07,38.98,0.03,6.24,4.39,0.15,26.08,0.01,0.14,,,,,,,,,,,,,,,,,,,,,,,,
LOOP6,P5,GeoProbe,159.1697,7.715,0.07,45.39,0.02,7.93,0.02,43.76,11.34,33.07,9.29,-7.21,-47.64,0.13,0.06,32.69,0.03,3.41,6.12,0.53,33.16,0.05,0.18,,,,,,,,,,,,,,,,,,,,,,,,
LOOP6,P5,GeoProbe,159.1697,7.72,0.07,45.39,0.02,7.93,0.02,43.76,11.34,33.07,9.29,-7.21,-47.64,0.13,0.06,32.69,0.03,3.41,6.12,0.53,33.16,0.05,0.18,,,,,,,,,,,,,,,,,,,,,,,,
LOOP6,P5,GeoProbe,159.1697,7.79,,,,,,,,,,,,,,,,,,,,,,0.6,54.0,0.01,,,,,,,,,,,,,,,,,,,,,
LOOP6,P5,GeoProbe,159.1697,8.435,0.08,81.58,0.19,0.02,0.02,50.81,336.85,42.46,8.27,-7.27,-47.88,0.14,0.07,31.17,0.03,3.09,4.84,0.11,53.69,0.05,0.15,,,,,,,,,,,,,,,,,,,,,,,,
LOOP6,P5,GeoProbe,159.1697,8.44,0.08,81.58,0.19,0.02,0.02,50.81,336.85,42.46,8.27,-7.27,-47.88,0.14,0.07,31.17,0.03,3.09,4.84,0.11,53.69,0.05,0.15,,,,,,,,,,,,,,,,,,,,,,,,
LOOP6,P5,GeoProbe,159.1697,8.51,,,,,,,,,,,,,,,,,,,,,,2.3,27.0,0.08,,,,,,,,,,,,,,,,,,,,,
LOOP6,P5,GeoProbe,159.1697,9.61,0.31,33.19,0.06,0.02,0.02,61.95,803.49,41.3,19.75,,,0.11,0.12,45.53,1.0,4.47,9.41,0.85,19.11,0.01,0.21,,,,,,,,,,,,,,,,,,,,,,,,
LOOP6,P5,GeoProbe,159.1697,9.61,0.31,33.19,0.06,0.02,0.02,61.95,803.49,41.3,19.75,,,0.11,0.12,45.53,1.0,4.47,9.41,0.85,19.11,0.01,0.21,,,,,,,,,,,,,,,,,,,,,,,,
LOOP6,P5,GeoProbe,159.1697,9.61,0.31,33.19,0.06,0.02,0.02,61.95,803.49,41.3,19.75,,,0.11,0.12,45.53,1.0,4.47,9.41,0.85,19.11,0.01,0.21,,,,,,,,,,,,,,,,,,,,,,,,
LOOP6,P5,GeoProbe,159.1697,9.61,0.31,33.19,0.06,0.02,0.02,61.95,803.49,41.3,19.75,,,0.11,0.12,45.53,1.0,4.47,9.41,0.85,19.11,0.01,0.21,,,,,,,,,,,,,,,,,,,,,,,,
LOOP6,P5,GeoProbe,159.1697,9.705,,,,,,,,,,,,,,,,,,,,,,26.4,38.0,0.69,,,,,,,,,,,,,,,,,,,,,
LOOP6,P5,GeoProbe,159.1697,10.935,0.2,32.16,0.16,0.05,0.02,63.67,809.51,47.62,22.43,-7.54,-50.15,0.11,0.1,43.51,0.58,6.81,8.86,0.77,24.77,0.01,0.21,,,,,,,,,,,,,,,,,,,,,,,,
LOOP6,P5,GeoProbe,159.1697,10.94,0.2,32.16,0.16,0.05,0.02,63.67,809.51,47.62,22.43,-7.54,-50.15,0.11,0.1,43.51,0.58,6.81,8.86,0.77,24.77,0.01,0.21,,,,,,,,,,,,,,,,,,,,,,,,
LOOP6,P6,GeoProbe,159.1698,2.3,,,,,,,,,,,,,,,,,,,,,,235.7,326.0,0.72,,,,,,,,,,,,,,,,,,,,,
LOOP6,P6,GeoProbe,159.1698,2.395,0.1,21.55,0.1,39.08,0.02,31.29,3.15,28.11,19.32,-7.26,-46.46,0.18,0.1,42.46,0.03,11.54,8.39,0.03,13.67,0.01,0.13,,,,,,,,,,,,,,,,,,,,,,,,
LOOP6,P6,GeoProbe,159.1698,2.4,0.1,21.55,0.1,39.08,0.02,31.29,3.15,28.11,19.32,-7.26,-46.46,0.18,0.1,42.46,0.03,11.54,8.39,0.03,13.67,0.01,0.13,,,,,,,,,,,,,,,,,,,,,,,,
LOOP6,P6,GeoProbe,159.1698,3.34,0.28,23.67,0.15,35.39,0.16,31.73,32.13,25.07,16.42,-7.19,-46.0,0.23,0.15,44.05,0.03,8.18,8.01,0.05,18.87,0.01,0.18,,,,,,,,,,,,,,,,,,,,,,,,
LOOP6,P6,GeoProbe,159.1698,3.34,0.28,23.67,0.15,35.39,0.16,31.73,32.13,25.07,16.42,-7.19,-46.0,0.23,0.15,44.05,0.03,8.18,8.01,0.05,18.87,0.01,0.18,,,,,,,,,,,,,,,,,,,,,,,,
LOOP6,P6,GeoProbe,159.1698,3.34,0.28,23.67,0.15,35.39,0.16,31.73,32.13,25.07,16.42,-7.19,-46.0,0.23,0.15,44.05,0.03,8.18,8.01,0.05,18.87,0.01,0.18,,,,,,,,,,,,,,,,,,,,,,,,
LOOP6,P6,GeoProbe,159.1698,3.34,0.28,23.67,0.15,35.39,0.16,31.73,32.13,25.07,16.42,-7.19,-46.0,0.23,0.15,44.05,0.03,8.18,8.01,0.05,18.87,0.01,0.18,,,,,,,,,,,,,,,,,,,,,,,,
LOOP6,P6,GeoProbe,159.1698,3.57,0.21,24.53,0.15,28.55,0.02,31.86,38.68,29.6,,-7.28,-46.65,0.14,0.08,40.26,0.03,5.09,7.67,0.28,17.99,0.01,0.17,,,,,,,,,,,,,,,,,,,,,,,,
LOOP6,P6,GeoProbe,159.1698,3.57,0.21,24.53,0.15,28.55,0.02,31.86,38.68,29.6,,-7.28,-46.65,0.14,0.08,40.26,0.03,5.09,7.67,0.28,17.99,0.01,0.17,,,,,,,,,,,,,,,,,,,,,,,,
LOOP6,P6,GeoProbe,159.1698,3.57,0.21,24.53,0.15,28.55,0.02,31.86,38.68,29.6,,-7.28,-46.65,0.14,0.08,40.26,0.03,5.09,7.67,0.28,17.99,0.01,0.17,,,,,,,,,,,,,,,,,,,,,,,,
LOOP6,P6,GeoProbe,159.1698,3.57,0.21,24.53,0.15,28.55,0.02,31.86,38.68,29.6,,-7.28,-46.65,0.14,0.08,40.26,0.03,5.09,7.67,0.28,17.99,0.01,0.17,,,,,,,,,,,,,,,,,,,,,,,,
LOOP6,P6,GeoProbe,159.1698,3.6375,,,,,,,,,,,,,,,,,,,,,,0.8,115.6,0.01,,,,,,,,,,,,,,,,,,,,,
LOOP6,P6,GeoProbe,159.1698,4.735,0.15,18.58,0.08,25.98,0.02,28.63,45.39,14.74,14.03,-7.18,-45.47,0.13,0.05,36.72,0.03,2.4,7.64,0.02,15.19,0.0,0.17,,,,,,,,,,,,,,,,,,,,,,,,
LOOP6,P6,GeoProbe,159.1698,4.74,0.15,18.58,0.08,25.98,0.02,28.63,45.39,14.74,14.03,-7.18,-45.47,0.13,0.05,36.72,0.03,2.4,7.64,0.02,15.19,0.0,0.17,,,,,,,,,,,,,,,,,,,,,,,,
LOOP6,P6,GeoProbe,159.1698,4.83,,,,,,,,,,,,,,,,,,,,,,0.3,105.3,0.0,,,,,,,,,,,,,,,,,,,,,
LOOP6,P6,GeoProbe,159.1698,5.67,0.19,31.37,0.09,5.1,0.02,49.72,12.45,42.52,,-7.18,-47.24,0.17,0.06,87.91,0.03,2.82,8.1,0.08,23.24,0.01,0.25,,,,,,,,,,,,,,,,,,,,,,,,
LOOP6,P6,GeoProbe,159.1698,5.67,0.19,31.37,0.09,5.1,0.02,49.72,12.45,42.52,,-7.18,-47.24,0.17,0.06,87.91,0.03,2.82,8.1,0.08,23.24,0.01,0.25,,,,,,,,,,,,,,,,,,,,,,,,
LOOP6,P6,GeoProbe,159.1698,5.67,0.19,31.37,0.09,5.1,0.02,49.72,12.45,42.52,,-7.18,-47.24,0.17,0.06,87.91,0.03,2.82,8.1,0.08,23.24,0.01,0.25,,,,,,,,,,,,,,,,,,,,,,,,
LOOP6,P6,GeoProbe,159.1698,5.67,0.19,31.37,0.09,5.1,0.02,49.72,12.45,42.52,,-7.18,-47.24,0.17,0.06,87.91,0.03,2.82,8.1,0.08,23.24,0.01,0.25,,,,,,,,,,,,,,,,,,,,,,,,
LOOP6,P6,GeoProbe,159.1698,6.015,0.25,37.43,0.07,2.1,0.02,61.89,16.37,25.85,41.86,-7.52,-48.62,0.15,0.08,82.44,0.03,3.42,7.17,0.16,28.42,0.01,0.27,,,,,,,,,,,,,,,,,,,,,,,,
LOOP6,P6,GeoProbe,159.1698,6.02,0.25,37.43,0.07,2.1,0.02,61.89,16.37,25.85,41.86,-7.52,-48.62,0.15,0.08,82.44,0.03,3.42,7.17,0.16,28.42,0.01,0.27,,,,,,,,,,,,,,,,,,,,,,,,
LOOP6,P6,GeoProbe,159.1698,6.08,,,,,,,,,,,,,,,,,,,,,,163.3,302.9,0.54,,,,,,,,,,,,,,,,,,,,,
LOOP6,P6,GeoProbe,159.1698,6.54,,,,,,,,,,,,,,,,,,,,,,480.8,606.5,0.79,,,,,,,,,,,,,,,,,,,,,
LOOP6,P6,GeoProbe,159.1698,6.635,2.25,43.31,0.14,0.32,0.05,65.15,178.14,,,,,0.14,0.08,62.28,0.03,3.5,7.56,0.08,44.51,0.02,0.52,,,,,,,,,,,,,,,,,,,,,,,,
LOOP6,P6,GeoProbe,159.1698,6.64,2.25,43.31,0.14,0.32,0.05,65.15,178.14,,,,,0.14,0.08,62.28,0.03,3.5,7.56,0.08,44.51,0.02,0.52,,,,,,,,,,,,,,,,,,,,,,,,
LOOP6,P6,GeoProbe,159.1698,7.175,,,,,,,,,,,,0.72,0.22,58.05,0.69,7.59,7.35,0.11,60.65,0.04,0.43,,,,,,,,,,,,,,,,,,,,,,,,
LOOP6,P6,GeoProbe,159.1698,7.18,,,,,,,,,,,,0.72,0.22,58.05,0.69,7.59,7.35,0.11,60.65,0.04,0.43,,,,,,,,,,,,,,,,,,,,,,,,
LOOP6,P6,GeoProbe,159.1698,7.27,,,,,,,,,,,,,,,,,,,,,,516.7,648.9,0.8,,,,,,,,,,,,,,,,,,,,,
LOOP6,P6,GeoProbe,159.1698,8.495,1.51,19.96,0.07,0.46,0.12,52.19,566.46,46.44,20.35,-7.57,-49.94,0.13,0.12,45.0,0.54,7.47,7.7,0.07,24.56,0.02,0.48,,,,,,,,,,,,,,,,,,,,,,,,
LOOP6,P6,GeoProbe,159.1698,8.5,1.51,19.96,0.07,0.46,0.12,52.19,566.46,46.44,20.35,-7.57,-49.94,0.13,0.12,45.0,0.54,7.47,7.7,0.07,24.56,0.02,0.48,,,,,,,,,,,,,,,,,,,,,,,,
LOOP6,P7,GeoProbe,159.1699,2.305,0.45,45.7,0.1,158.19,0.02,17.77,879.0,40.88,2.22,,,0.44,0.16,41.13,0.13,17.52,6.96,10.6,28.11,0.38,0.14,,,,,,,,,,,,,,,,,,,,,,,,
LOOP6,P7,GeoProbe,159.1699,2.31,0.45,45.7,0.1,158.19,0.02,17.77,879.0,40.88,2.22,,,0.44,0.16,41.13,0.13,17.52,6.96,10.6,28.11,0.38,0.14,,,,,,,,,,,,,,,,,,,,,,,,
LOOP6,P7,GeoProbe,159.1699,2.395,,,,,,,,,,,,,,,,,,,,,,1.6,158.8,0.01,,,,,,,,,,,,,,,,,,,,,
LOOP6,P7,GeoProbe,159.1699,3.305,,25.4,0.09,95.74,0.02,72.53,146.58,51.89,35.47,-7.17,-45.6,0.16,0.06,113.73,0.03,3.66,7.17,0.94,10.64,0.04,0.18,,,,,,,,,,,,,,,,,,,,,,,,
LOOP6,P7,GeoProbe,159.1699,3.31,,25.4,0.09,95.74,0.02,72.53,146.58,51.89,35.47,-7.17,-45.6,0.16,0.06,113.73,0.03,3.66,7.17,0.94,10.64,0.04,0.18,,,,,,,,,,,,,,,,,,,,,,,,
LOOP6,P7,GeoProbe,159.1699,4.835,0.13,24.79,0.17,94.82,0.02,24.93,300.66,27.31,4.73,-7.28,-46.08,0.15,0.08,42.51,0.03,4.39,3.16,1.91,19.2,0.07,0.2,,,,,,,,,,,,,,,,,,,,,,,,
LOOP6,P7,GeoProbe,159.1699,4.84,0.13,24.79,0.17,94.82,0.02,24.93,300.66,27.31,4.73,-7.28,-46.08,0.15,0.08,42.51,0.03,4.39,3.16,1.91,19.2,0.07,0.2,,,,,,,,,,,,,,,,,,,,,,,,
LOOP6,P7,GeoProbe,159.1699,5.96,,,,,,,,,,,,,,,,,,,,,,1.4,213.1,0.01,,,,,,,,,,,,,,,,,,,,,
LOOP6,P7,GeoProbe,159.1699,6.055,0.33,23.18,0.14,98.97,0.02,20.38,36.44,58.1,34.53,-7.27,-47.06,0.1,0.03,88.65,0.03,2.44,6.51,0.03,18.69,0.01,0.43,,,,,,,,,,,,,,,,,,,,,,,,
LOOP6,P7,GeoProbe,159.1699,6.06,0.33,23.18,0.14,98.97,0.02,20.38,36.44,58.1,34.53,-7.27,-47.06,0.1,0.03,88.65,0.03,2.44,6.51,0.03,18.69,0.01,0.43,,,,,,,,,,,,,,,,,,,,,,,,
LOOP6,P7,GeoProbe,159.1699,7.125,0.48,27.36,0.18,15.26,0.02,32.74,813.55,48.61,33.83,-7.19,-46.62,0.15,0.05,58.74,0.03,3.65,5.34,1.12,25.71,0.01,0.3,,,,,,,,,,,,,,,,,,,,,,,,
LOOP6,P7,GeoProbe,159.1699,7.13,0.48,27.36,0.18,15.26,0.02,32.74,813.55,48.61,33.83,-7.19,-46.62,0.15,0.05,58.74,0.03,3.65,5.34,1.12,25.71,0.01,0.3,,,,,,,,,,,,,,,,,,,,,,,,
LOOP6,P7,GeoProbe,159.1699,8.465,0.23,21.11,0.08,58.17,0.02,17.51,41.56,47.95,37.6,-7.19,-46.91,0.11,0.03,77.56,0.03,2.5,6.58,0.02,18.24,0.01,0.43,,,,,,,,,,,,,,,,,,,,,,,,
LOOP6,P7,GeoProbe,159.1699,8.47,0.23,21.11,0.08,58.17,0.02,17.51,41.56,47.95,37.6,-7.19,-46.91,0.11,0.03,77.56,0.03,2.5,6.58,0.02,18.24,0.01,0.43,,,,,,,,,,,,,,,,,,,,,,,,
LOOP6,P7,GeoProbe,159.1699,8.525,,,,,,,,,,,,,,,,,,,,,,2.7,110.9,0.02,,,,,,,,,,,,,,,,,,,,,
LOOP6,P8,GeoProbe,159.17,1.88,,,,,,,,,,,,,,,,,,,,,,3.5,61.7,0.06,,,,,,,,,,,,,,,,,,,,,
LOOP6,P8,GeoProbe,159.17,1.975,0.08,15.88,0.06,5.91,0.02,33.4,36.96,28.02,4.02,-6.79,-44.48,0.53,0.06,17.77,0.03,5.57,1.88,0.06,15.83,0.03,0.06,,,,,,,,,,,,,,,,,,,,,,,,
LOOP6,P8,GeoProbe,159.17,1.98,0.08,15.88,0.06,5.91,0.02,33.4,36.96,28.02,4.02,-6.79,-44.48,0.53,0.06,17.77,0.03,5.57,1.88,0.06,15.83,0.03,0.06,,,,,,,,,,,,,,,,,,,,,,,,
LOOP6,P8,GeoProbe,159.17,2.395,0.24,9.79,0.02,0.02,0.02,146.87,189.05,31.85,2.58,-6.67,-43.53,0.46,0.06,43.2,3.85,10.43,4.03,0.17,17.63,0.43,0.14,,,,,,,,,,,,,,,,,,,,,,,,
LOOP6,P8,GeoProbe,159.17,2.4,0.24,9.79,0.02,0.02,0.02,146.87,189.05,31.85,2.58,-6.67,-43.53,0.46,0.06,43.2,3.85,10.43,4.03,0.17,17.63,0.43,0.14,,,,,,,,,,,,,,,,,,,,,,,,
LOOP6,P8,GeoProbe,159.17,3.515,0.06,12.4,0.1,0.09,0.02,74.49,,53.87,35.39,,,0.41,0.07,24.72,1.13,10.49,2.47,0.18,19.98,0.18,0.09,,,,,,,,,,,,,,,,,,,,,,,,
LOOP6,P8,GeoProbe,159.17,3.52,0.06,12.4,0.1,0.09,0.02,74.49,,53.87,35.39,,,0.41,0.07,24.72,1.13,10.49,2.47,0.18,19.98,0.18,0.09,,,,,,,,,,,,,,,,,,,,,,,,
LOOP6,P8,GeoProbe,159.17,3.61,,,,,,,,,,,,,,,,,,,,,,83.5,134.4,0.62,,,,,,,,,,,,,,,,,,,,,
LOOP6,P8,GeoProbe,159.17,3.615,0.29,20.44,0.12,48.63,0.02,13.3,130.77,23.98,5.06,-6.84,-44.58,0.2,0.2,20.96,0.03,2.6,9.14,0.19,31.96,0.01,0.25,,,,,,,,,,,,,,,,,,,,,,,,
LOOP6,P8,GeoProbe,159.17,3.62,0.29,20.44,0.12,48.63,0.02,13.3,130.77,23.98,5.06,-6.84,-44.58,0.2,0.2,20.96,0.03,2.6,9.14,0.19,31.96,0.01,0.25,,,,,,,,,,,,,,,,,,,,,,,,
LOOP6,P8,GeoProbe,159.17,4.735,0.31,26.61,0.09,0.02,0.02,86.18,816.5,56.32,35.82,-6.62,-45.49,0.3,0.09,81.83,4.73,2.69,7.29,7.24,24.84,0.01,0.21,,,,,,,,,,,,,,,,,,,,,,,,
LOOP6,P8,GeoProbe,159.17,4.74,0.31,26.61,0.09,0.02,0.02,86.18,816.5,56.32,35.82,-6.62,-45.49,0.3,0.09,81.83,4.73,2.69,7.29,7.24,24.84,0.01,0.21,,,,,,,,,,,,,,,,,,,,,,,,
LOOP6,P8,GeoProbe,159.17,4.83,,,,,,,,,,,,,,,,,,,,,,531.8,595.1,0.89,,,,,,,,,,,,,,,,,,,,,
LOOP6,P8,GeoProbe,159.17,5.955,0.42,22.91,0.08,0.02,0.02,93.37,740.83,47.01,31.58,,,0.78,0.08,82.24,1.79,2.69,6.02,3.67,27.05,0.01,0.22,,,,,,,,,,,,,,,,,,,,,,,,
LOOP6,P8,GeoProbe,159.17,5.96,0.42,22.91,0.08,0.02,0.02,93.37,740.83,47.01,31.58,,,0.78,0.08,82.24,1.79,2.69,6.02,3.67,27.05,0.01,0.22,,,,,,,,,,,,,,,,,,,,,,,,
LOOP6,P8,GeoProbe,159.17,6.05,,,,,,,,,,,,,,,,,,,,,,891.4,901.2,0.99,,,,,,,,,,,,,,,,,,,,,
LOOP6,P8,GeoProbe,159.17,7.175,0.16,21.87,0.07,0.02,0.02,88.34,56.18,46.86,,,,0.68,0.06,83.92,0.26,1.79,4.96,0.8,27.38,0.01,0.21,,,,,,,,,,,,,,,,,,,,,,,,
LOOP6,P8,GeoProbe,159.17,7.18,0.16,21.87,0.07,0.02,0.02,88.34,56.18,46.86,,,,0.68,0.06,83.92,0.26,1.79,4.96,0.8,27.38,0.01,0.21,,,,,,,,,,,,,,,,,,,,,,,,
LOOP6,P8,GeoProbe,159.17,7.27,,,,,,,,,,,,,,,,,,,,,,114.3,254.1,0.45,,,,,,,,,,,,,,,,,,,,,
DEMO,D1,GeoProbe,46.2,3.29,,,,,,,,,,,,,,,,,,,,,,0.2,86.7,0.0,,,,,,,,,,,,,,,,,,,,,
DEMO,D1,GeoProbe,46.2,3.37,0.4,35.03,0.16,48.0,,46.8084,672.79,,1.86,,,0.02,0.02,22.19,0.04,2.08,10.02,0.18,34.27,0.01,0.24,,,,,,,,,,,,,,,,,,,,,,,,
DEMO,D1,GeoProbe,46.2,4.42,,,,,,,,,,,,,,,,,,,,,,0.1,113.7,0.0,,,,,,,,,,,,,,,,,,,,,
DEMO,D1,GeoProbe,46.2,5.63,,,,,,,,,,,,,,,,,,,,,,0.6,90.9,0.01,,,,,,,,,,,,,,,,,,,,,
DEMO,D1,GeoProbe,46.2,6.77,,,,,,,,,,,,,,,,,,,,,,0.4,112.9,0.0,,,,,,,,,,,,,,,,,,,,,
DEMO,D1,GeoProbe,46.2,6.91,0.2,20.28,0.12,36.13,,27.63,267.3,17.19,5.81,-7.39,-47.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEMO,D1,GeoProbe,46.2,7.98,,,,,,,,,,,,,,,,,,,,,,14.5,168.6,0.09,,,,,,,,,,,,,,,,,,,,,
DEMO,D1,GeoProbe,46.2,8.11,0.08,22.38,0.13,61.21,,38.08,353.37,16.91,4.59,-7.38,-48.27,0.02,0.08,28.52,0.06,3.13,5.81,0.11,17.86,0.01,0.17,,,,,,,,,,,,,,,,,,,,,,,,
DEMO,D1,GeoProbe,46.2,9.44,,,,,,,,,,,,,,,,,,,,,,40.6,194.1,0.21,,,,,,,,,,,,,,,,,,,,,
DEMO,D1,GeoProbe,46.2,9.52,0.13,31.11,0.17,66.55,,41.6,932.18,20.34,5.9,-7.13,-46.65,0.09,0.11,34.8,0.09,5.04,7.4,0.75,23.46,0.01,0.21,,,,,,,,,,,,,,,,,,,,,,,,
DEMO,D1A,GeoProbe,46.2001,5.42,,,,,,,,,,,,,,,,,,,,,,30.6,288.4,0.11,,,,,,,,,,,,,,,,,,,,,
DEMO,D1A,GeoProbe,46.2001,5.56,,,,,,,,,,,,0.08,0.15,74.52,0.19,3.09,12.55,0.01,73.22,0.01,0.43,,,,,,,,,,,,,,,,,,,,,,,,
DEMO,D1A,GeoProbe,46.2001,6.19,1.25,33.23,0.19,0.58,,99.0,154.25,,22.49,-6.88,-46.31,0.08,0.09,61.15,0.16,4.13,9.51,0.05,32.13,0.0,0.29,,,,,,,,,,,,,,,,,,,,,,,,
DEMO,D1A,GeoProbe,46.2001,6.63,,,,,,,,,,,,,,,,,,,,,,1439.7,1388.5,1.04,,,,,,,,,,,,,,,,,,,,,
DEMO,D1A,GeoProbe,46.2001,8.12,,,,,,,,,,,,0.06,0.07,70.49,0.21,2.47,10.98,0.03,50.94,0.0,0.53,,,,,,,,,,,,,,,,,,,,,,,,
DEMO,D1A,GeoProbe,46.2001,8.5,,,,,,,,,,,,,,,,,,,,,,16.2,80.6,0.2,,,,,,,,,,,,,,,,,,,,,
DEMO,D1A,GeoProbe,46.2001,9.38,,,,,,,,,,,,,,,,,,,,,,1.9,36.5,0.05,,,,,,,,,,,,,,,,,,,,,
DEMO,D1A,GeoProbe,46.2001,9.52,0.69,34.82,0.22,0.84,,114.9,,,26.54,,,0.07,0.12,72.34,0.2,2.54,8.24,0.01,31.05,0.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,
